t_ns,x,y,yaw,vx,wz
1771970279866862610,0.7033330650450594,0.880772655084836,0.2215410022130168,0.4934525080423535,-0.007087525244562657
1771970279954852070,0.720860059635438,0.8847203097229172,0.2215310871589673,0.5006488366906204,-0.0022836523804934472
1771970280006475493,0.7384433605167346,0.8886804588238684,0.22152069802185537,0.5080406047432674,0.0021078803796797546
1771970280098330756,0.7559693051757912,0.8926274911614983,0.2215094882955818,0.5039086774242305,0.0025476419177279403
1771970280153564742,0.7735522330677155,0.8965871509177035,0.2214984164998343,0.501439186619421,0.0012915177082638818
1771970280248895633,0.7910780864182555,0.9005337497752988,0.22148692333963235,0.5004734968262123,0.00039771722414801695
1771970280360172617,0.8086610188050797,0.9044929941065745,0.22147589919453078,0.5000863493971839,-1.9288565297302718e-05
1771970280419913120,0.8261869393582046,0.9084391930394734,0.2214643613268251,0.49993365404244294,-0.00019474975964729535
1771970280471729171,0.8437699447219559,0.912398036855621,0.22145332341792645,0.49987189779508173,-0.00026607160308892493
1771970280580667906,0.8612959479892031,0.9163438386555838,0.22144178156708247,0.4998473845662625,-0.0002954378416901733
1771970280629721353,0.8788790432833968,0.9203022855740561,0.22143074374392793,0.49983779927575184,-0.0003062735252469252
