x,y,theta,mean_error,initial_x,initial_y,initial_theta,mean_error_initial,odom_x,odom_y,odom_theta
0.24548152189200406,-3.9074067503318917,0.04982250261535789,0.14649969521840356,0.0266817168054486,-4.017877932656438,-0.10571628130823331,0.29234564197918617,0.0266817168054486,-4.017877932656438,-0.10571628130823331
0.2847599800772726,-3.905280844927625,0.04722991993692722,0.1479938955297204,0.044605251099337,-4.019779737986839,-0.1057058522096908,0.27650336595314073,0.044605251099337,-4.019779737986839,-0.1057058522096908
0.2839484465455928,-3.9091782274612323,0.046267406383072675,0.14804852022417428,0.0624706269750197,-4.021675192696108,-0.1056963959873759,0.2932444421443175,0.0624706269750197,-4.021675192696108,-0.1056963959873759
0.28397153183886126,-3.910350674210628,0.04708457824630401,0.1480166728162563,0.0803941711391704,-4.023576638810182,-0.1056859849675651,0.2932647509724854,0.0803941711391704,-4.023576638810182,-0.1056859849675651
0.32786188901455904,-3.9029472023706977,0.047920307707274644,0.14815170967064306,0.0982595732092016,-4.025471737451998,-0.10567653808382259,0.2974178822966728,0.0982595732092016,-4.025471737451998,-0.10567653808382259
0.32786188901455926,-3.9029472023706977,0.04792030770727405,0.14815170967064356,0.116183153724806,-4.027372827520874,-0.10566613016322819,0.29755607982748794,0.116183153724806,-4.027372827520874,-0.10566613016322819
0.3873610723097237,-3.8969096403529395,0.047793791027730924,0.14835998144457466,0.1340485930428749,-4.029267571412481,-0.1056566837299999,0.27761561017523295,0.1340485930428749,-4.029267571412481,-0.1056566837299999
0.38736107230972594,-3.8969096403529435,0.04779379102773076,0.14835998144457468,0.1519722093599685,-4.0311683054096985,-0.1056462753182238,0.28960341241986315,0.1519722093599685,-4.0311683054096985,-0.1056462753182238
0.38736107230972516,-3.8969096403529426,0.047793791027730716,0.14835998144457446,0.1698376856037894,-4.033062694505352,-0.1056368281123115,0.28924506147123513,0.1698376856037894,-4.033062694505352,-0.1056368281123115
0.4387022089555196,-3.8946601630890867,0.04619618851101137,0.14815637104651427,0.1877613399472031,-4.034963072639133,-0.1056264186826257,0.28733689893684383,0.1877613399472031,-4.034963072639133,-0.1056264186826257
0.4387022089555205,-3.894660163089089,0.04619618851101137,0.1481563710465171,0.2056268540162105,-4.036857106998667,-0.10561697038364011,0.28682884846135004,0.2056268540162105,-4.036857106998667,-0.10561697038364011
0.43870220895552064,-3.894660163089089,0.04619618851101157,0.14815637104651597,0.2235505456295202,-4.0387571291492925,-0.1056065597801777,0.2867749150385864,0.2235505456295202,-4.0387571291492925,-0.1056065597801777
0.48964812230056604,-3.9020799995142084,0.0477321577823875,0.1507602721631906,0.2414160971585811,-4.04065080869183,-0.1055971102173117,0.2780488192220869,0.2414160971585811,-4.04065080869183,-0.1055971102173117
0.4896481223005655,-3.902079999514209,0.0477321577823878,0.15076027216319057,0.2593398263146458,-4.042550474838828,-0.1055866978718986,0.2768358138796492,0.2593398263146458,-4.042550474838828,-0.1055866978718986
0.48964812230056387,-3.9020799995142075,0.04773215778238773,0.15076027216318894,0.2772054149314067,-4.044443799444825,-0.1055772442376776,0.27709852415117986,0.2772054149314067,-4.044443799444825,-0.1055772442376776
0.5295487990727398,-3.884124548797981,0.04918261407750675,0.1521890583153317,0.2951291922886834,-4.046343111185997,-0.1055668934444386,0.27524411673996196,0.2951291922886834,-4.046343111185997,-0.1055668934444386
0.5295487990727394,-3.8841245487979785,0.04918261407750729,0.1521890583153306,0.3129948105008686,-4.0482360807470945,-0.1055573966268463,0.2926832210379178,0.3129948105008686,-4.0482360807470945,-0.1055573966268463
0.5312980436559952,-3.8921407222773556,0.048376234579127986,0.15227925110394802,0.3309186249603888,-4.050135035550956,-0.1055469211339357,0.3077109169760175,0.3309186249603888,-4.050135035550956,-0.1055469211339357
0.5829733425714547,-3.8851768348669706,0.04770341525820417,0.1521489746378703,0.3487842803673519,-4.052027649097697,-0.1055375204384551,0.29558470663349556,0.3487842803673519,-4.052027649097697,-0.1055375204384551
0.5829733425714541,-3.88517683486697,0.047703415258205796,0.15214897463787058,0.3667081221224669,-4.053926247103614,-0.10552710739626091,0.29442208366902145,0.3667081221224669,-4.053926247103614,-0.10552710739626091
0.5829733425714531,-3.8851768348669697,0.04770341525820621,0.1521489746378682,0.3845738241862063,-4.0558185071676345,-0.1055176549626249,0.29506110126487906,0.3845738241862063,-4.0558185071676345,-0.1055176549626249
